Make,Number.of.Engines,Engine.Type,Injury.Severity,Aircraft.damage,Dmg.Binary
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Fatal,Substantial,True
COMMANDER,2.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
DESALVATORE AL,1.0,Reciprocating,Fatal,Destroyed,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
EXTRA FLUGZEUGPRODUKTIONS-GMBH,1.0,Reciprocating,Fatal,Substantial,True
THORP,1.0,Reciprocating,Fatal,Substantial,True
SCHWEIZER,1.0,Turbo Shaft,Non-Fatal,Substantial,True
MAULE,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
MORAVAN,1.0,Reciprocating,Non-Fatal,Substantial,True
ROBINSON HELICOPTER COMPANY,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Turbo Prop,Non-Fatal,Substantial,True
BAILEY,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
KUNTZ,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,2.0,Reciprocating,Non-Fatal,Substantial,True
"THRUSH AIRCRAFT, INC.",1.0,Reciprocating,Non-Fatal,Substantial,True
EUROCOPTER DEUTSCHLAND GMBH,2.0,Turbo Shaft,Fatal,Destroyed,True
JIHLAVAN,1.0,Reciprocating,Non-Fatal,Substantial,True
DE HAVILLAND,1.0,Reciprocating,Non-Fatal,Substantial,True
DIAMOND AIRCRAFT INDUSTRIES,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
DE HAVILLAND,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Fatal,Substantial,True
PIPER,1.0,Reciprocating,Fatal,Destroyed,True
BEECH,1.0,Reciprocating,Fatal,Destroyed,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,2.0,Reciprocating,Non-Fatal,Substantial,True
HAWKER BEECHCRAFT CORPORATION,2.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
HUGHES,1.0,Turbo Shaft,Non-Fatal,Substantial,True
AIR TRACTOR,1.0,Turbo Prop,Fatal,Substantial,True
ERCOUPE (ENG & RESEARCH CORP.),1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
ROBINSON,1.0,Reciprocating,Non-Fatal,Substantial,True
STINSON,1.0,Reciprocating,Non-Fatal,Substantial,True
WEATHERLY,1.0,Reciprocating,Non-Fatal,Destroyed,True
CESSNA,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Fatal,Destroyed,True
FAIRCHILD HILLER,1.0,Turbo Shaft,Fatal,Destroyed,True
BEECH,2.0,Turbo Prop,Non-Fatal,Substantial,True
AIR TRACTOR,1.0,Reciprocating,Non-Fatal,Substantial,True
DE HAVILLAND,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Minor,False
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
DEHAVILLAND,1.0,Turbo Jet,Non-Fatal,Destroyed,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
GULFSTREAM AMERICAN CORP.,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,2.0,Reciprocating,Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
MASON,1.0,Reciprocating,Non-Fatal,Substantial,True
DOWELL VAUGHN,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,2.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
BABCOCK,1.0,Reciprocating,Non-Fatal,Substantial,True
BELLANCA,1.0,Reciprocating,Non-Fatal,Substantial,True
SCOTTISH AVIATION,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
GRUMMAN-SCHWEIZER,1.0,Reciprocating,Non-Fatal,Substantial,True
COLUMBIA AIRCRAFT MFG.,1.0,Reciprocating,Non-Fatal,Substantial,True
"CORTESY, JOHN E",1.0,Reciprocating,Non-Fatal,Substantial,True
EUROCOPTER FRANCE,1.0,Turbo Shaft,Non-Fatal,Substantial,True
BOEING,3.0,Turbo Fan,Non-Fatal,Minor,False
GRUMMAN AMERICAN,1.0,Reciprocating,Fatal,Destroyed,True
PILATUS,1.0,Turbo Prop,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
DOWNER,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Fatal,Destroyed,True
BEECH,2.0,Turbo Prop,Fatal,Destroyed,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
MAULE,1.0,Reciprocating,Fatal,Substantial,True
AVIATE,1.0,Reciprocating,Fatal,Substantial,True
AEROSPATIALE,1.0,Turbo Shaft,Fatal,Destroyed,True
PIPER,2.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
KITFOX IV,1.0,Reciprocating,Non-Fatal,Substantial,True
ROTORWAY,1.0,Reciprocating,Non-Fatal,Destroyed,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
COMMONWEALTH,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
NOLAN,1.0,Reciprocating,Fatal,Substantial,True
KOLB,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,2.0,Reciprocating,Fatal,Destroyed,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
BOEING,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
AERONCA,1.0,Reciprocating,Non-Fatal,Substantial,True
WACO,1.0,Reciprocating,Non-Fatal,Substantial,True
AYRES,1.0,Reciprocating,Non-Fatal,Substantial,True
HUTTON,1.0,Reciprocating,Non-Fatal,Substantial,True
MCDONNELL DOUGLAS HELICOPTER C,1.0,Turbo Shaft,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
MISCHANKO,1.0,Reciprocating,Non-Fatal,Minor,False
SCHWEIZER,1.0,Reciprocating,Non-Fatal,Substantial,True
AYRES,1.0,Turbo Prop,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
SIKORSKY,2.0,Turbo Shaft,Non-Fatal,Destroyed,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
SCHWEIZER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Fatal,Substantial,True
PIPER,1.0,Reciprocating,Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
POULIN L/CULLEN D,1.0,Reciprocating,Fatal,Destroyed,True
AERO COMMANDER,2.0,Turbo Prop,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
QUAD CITY ULTRALIGHT AIRCRAFT,1.0,Reciprocating,Fatal,Substantial,True
EUROCOPTER DEUTSCHLAND,2.0,Turbo Shaft,Non-Fatal,Substantial,True
ROBINSON,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
AVIAT,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,2.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Turbo Prop,Non-Fatal,Substantial,True
AEROS,1.0,Reciprocating,Non-Fatal,Substantial,True
LUCAS D E/ LUCAS K A,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
BELL,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,2.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
AERO COMMANDER,2.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,2.0,Reciprocating,Non-Fatal,Substantial,True
DAVISON,1.0,Reciprocating,Non-Fatal,Substantial,True
HARMS ROBERT M,1.0,Reciprocating,Fatal,Destroyed,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
SCHWEIZER,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
SOCATA,1.0,Turbo Prop,Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
LUSCOMBE,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
EXTRA FLUGZEUGBAU,1.0,Reciprocating,Fatal,Destroyed,True
BEECH,2.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CIRRUS,1.0,Reciprocating,Non-Fatal,Minor,False
CIRRUS DESIGN CORP.,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,2.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,2.0,Turbo Fan,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Fatal,Substantial,True
PIPER,1.0,Reciprocating,Fatal,Destroyed,True
CESSNA,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
KINDIG,1.0,Reciprocating,Non-Fatal,Substantial,True
NAVAL AIRCRAFT FACTORY,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,2.0,Reciprocating,Non-Fatal,Substantial,True
BELL,1.0,Turbo Shaft,Fatal,Destroyed,True
CESSNA,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,2.0,Reciprocating,Non-Fatal,Substantial,True
BELL,1.0,Turbo Shaft,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
MKII CORPORATION,1.0,Reciprocating,Non-Fatal,Substantial,True
AERO COMMANDER,2.0,Reciprocating,Non-Fatal,Destroyed,True
LAKE,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER CUB CRAFTERS,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
AVID AIRCRAFT,1.0,Reciprocating,Non-Fatal,Substantial,True
MOONEY,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CLARKE COLIN,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
MARRIN,1.0,Reciprocating,Non-Fatal,Substantial,True
AIR TRACTOR INC,1.0,Turbo Prop,Non-Fatal,Substantial,True
BRITISH AIRCRAFT CORP. (BAC),1.0,Turbo Jet,Non-Fatal,Substantial,True
GRUMMAN-SCHWEIZER,1.0,Reciprocating,Non-Fatal,Substantial,True
SCHWEIZER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
HELDEBERG DESIGN,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
AIRBORNE,1.0,Reciprocating,Fatal,Substantial,True
PIPER,2.0,Reciprocating,Non-Fatal,Substantial,True
MOONEY,1.0,Reciprocating,Non-Fatal,Substantial,True
FETHEROLF,1.0,Reciprocating,Non-Fatal,Substantial,True
DOUGLAS,3.0,Turbo Fan,Non-Fatal,Substantial,True
ROBINSON,1.0,Reciprocating,Non-Fatal,Destroyed,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
ROBINSON,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH AIRCRAFT CORP,1.0,Reciprocating,Fatal,Destroyed,True
CESSNA,2.0,Reciprocating,Fatal,Destroyed,True
HUGHES,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
POWRACHUTE,1.0,Reciprocating,Non-Fatal,Substantial,True
MCKEEHAN JAMES F,1.0,Reciprocating,Fatal,Substantial,True
HELTON,1.0,Reciprocating,Fatal,Destroyed,True
CESSNA,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
ROBINSON,1.0,Reciprocating,Non-Fatal,Substantial,True
ALON,1.0,Reciprocating,Non-Fatal,Substantial,True
HUGHES AERO,1.0,Reciprocating,Non-Fatal,Minor,False
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
GRUMMAN-SCHWEIZER,1.0,Turbo Prop,Non-Fatal,Destroyed,True
YATES,1.0,Reciprocating,Fatal,Substantial,True
DEHAVILLAND,2.0,Turbo Prop,Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
AIR TRACTOR,1.0,Reciprocating,Non-Fatal,Destroyed,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
HAMMOND,1.0,Reciprocating,Non-Fatal,Substantial,True
"UETZ, WALTER",1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
AYRES,1.0,Turbo Prop,Non-Fatal,Substantial,True
CIRRUS DESIGN CORP,1.0,Reciprocating,Non-Fatal,Substantial,True
BELLANCA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Fatal,Substantial,True
DENNIS P. MCGURK,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
SOUTHERN POWERED PARACHUTES,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
TAYLORCRAFT AVIATION,1.0,Reciprocating,Non-Fatal,Substantial,True
MERCER,1.0,Reciprocating,Non-Fatal,Substantial,True
FLIGHT DESIGN GMBH,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,2.0,Turbo Prop,Fatal,Substantial,True
PIPER,1.0,Reciprocating,Fatal,Substantial,True
MAULE,1.0,Reciprocating,Non-Fatal,Substantial,True
MORRISON,1.0,Reciprocating,Non-Fatal,Destroyed,True
NORD (SNCAN),1.0,Reciprocating,Non-Fatal,Substantial,True
AERO VODOCHODY AERO. WORKS,1.0,Turbo Jet,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Fatal,Destroyed,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
"ARROW FALCON EXPORTERS, INC.",1.0,Turbo Shaft,Non-Fatal,Substantial,True
GRUMMAN,1.0,Reciprocating,Non-Fatal,Substantial,True
"WOLSELEY MOTORS, INC.",1.0,Reciprocating,Non-Fatal,Substantial,True
EUROCOPTER,1.0,Turbo Shaft,Non-Fatal,Substantial,True
SNOW,1.0,Turbo Prop,Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
AIR TRACTOR,1.0,Turbo Prop,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
ENSTROM HELICOPTER CORP,1.0,Turbo Shaft,Non-Fatal,Substantial,True
AERO COMMANDER,2.0,Reciprocating,Fatal,Destroyed,True
SCHWEIZER,1.0,Reciprocating,Non-Fatal,Substantial,True
CIRRUS DESIGN CORP.,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
ROCKWELL,2.0,Turbo Prop,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
GRUMMAN AMERICAN,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,2.0,Reciprocating,Non-Fatal,Substantial,True
BOEING,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
EUROCOPTER,1.0,Turbo Shaft,Non-Fatal,Substantial,True
SIKORSKY,2.0,Turbo Shaft,Non-Fatal,Substantial,True
MARVIN A. SMITH,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
LIMA,1.0,Reciprocating,Non-Fatal,Destroyed,True
BOEING,2.0,Turbo Fan,Non-Fatal,Minor,False
BOEING,2.0,Turbo Jet,Non-Fatal,Destroyed,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Fatal,Substantial,True
PIPER,1.0,Reciprocating,Fatal,Destroyed,True
AMS FLIGHT,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
"BOMBARDIER, INC.",2.0,Turbo Fan,Non-Fatal,Substantial,True
TAYLORCRAFT,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CHRISTEN INDUSTRIES,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Fatal,Destroyed,True
BEECH,2.0,Reciprocating,Fatal,Destroyed,True
DE HAVILLAND,2.0,Turbo Prop,Non-Fatal,Substantial,True
BELL,1.0,Turbo Shaft,Fatal,Destroyed,True
LA MOUTTE,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
AERONCA,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
MOONEY,1.0,Reciprocating,Non-Fatal,Substantial,True
YOWELL,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
BELLANCA,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
BELL,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPISTREL,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Fatal,Destroyed,True
MAUCK,1.0,Reciprocating,Fatal,Substantial,True
LANIER JAMES A,1.0,Reciprocating,Fatal,Destroyed,True
SMITH,2.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Fatal,Substantial,True
CHOMO,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
GRUMMAN,1.0,Reciprocating,Non-Fatal,Destroyed,True
CHALLENGER,1.0,Reciprocating,Non-Fatal,Substantial,True
ROOF,1.0,Reciprocating,Non-Fatal,Substantial,True
SCHWEIZER,1.0,Reciprocating,Fatal,Destroyed,True
MOONEY,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
ROBINSON,1.0,Reciprocating,Non-Fatal,Substantial,True
STOL,2.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
ROCKWELL INTERNATIONAL,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Fatal,Destroyed,True
JAHNS,1.0,Reciprocating,Fatal,Destroyed,True
ROBINSON,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
SHANNON KEVIN,1.0,Reciprocating,Fatal,Destroyed,True
CESSNA,2.0,Reciprocating,Non-Fatal,Substantial,True
LANCAIR COMPANY,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
AERO COMMANDER,1.0,Reciprocating,Non-Fatal,Destroyed,True
MOONEY,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
MOONEY,1.0,Reciprocating,Non-Fatal,Substantial,True
"TALLENT, CHRIS M.",1.0,Reciprocating,Non-Fatal,Substantial,True
DOUGLAS A. POHL,1.0,Reciprocating,Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
MCDONNELL DOUGLAS,2.0,Turbo Fan,Non-Fatal,Minor,False
CESSNA,1.0,Reciprocating,Non-Fatal,Destroyed,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
EVEKTOR-AEROTECHNIK,1.0,Reciprocating,Non-Fatal,Substantial,True
HUEBNER,1.0,Reciprocating,Non-Fatal,Substantial,True
TRAXLER JOHN N,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
COLYAER SL,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
MOONEY,1.0,Reciprocating,Non-Fatal,Substantial,True
DAVID JARRETT,1.0,Reciprocating,Non-Fatal,Substantial,True
GRUMMAN ACFT ENG,1.0,Reciprocating,Non-Fatal,Substantial,True
PIPER,1.0,Reciprocating,Non-Fatal,Substantial,True
BEECH,1.0,Reciprocating,Non-Fatal,Substantial,True
JONSSON,1.0,Reciprocating,Non-Fatal,Substantial,True
SCHWEIZER,1.0,Reciprocating,Non-Fatal,Substantial,True
AGUSTA,2.0,Turbo Shaft,Non-Fatal,Minor,False
AYRES,1.0,Turbo Prop,Non-Fatal,Substantial,True
GRUMMAN AMERICAN,1.0,Reciprocating,Non-Fatal,Substantial,True
BELL,1.0,Reciprocating,Non-Fatal,Substantial,True
IVERSEN,1.0,Reciprocating,Fatal,Destroyed,True
BOEING,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
GRUMMAN,1.0,Reciprocating,Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
STINSON,1.0,Reciprocating,Non-Fatal,Substantial,True
WRIGHT,1.0,Reciprocating,Non-Fatal,Substantial,True
SCHWEIZER,1.0,Turbo Prop,Non-Fatal,Substantial,True
DIAMOND,1.0,Reciprocating,Non-Fatal,Substantial,True
QUAD CITY ULTRALIGHT AIRCRAFT,1.0,Reciprocating,Non-Fatal,Substantial,True
STITS AIRCRAFT,1.0,Reciprocating,Non-Fatal,Substantial,True
J. E. DOUGLAS,1.0,Reciprocating,Non-Fatal,Substantial,True
SOCATA,1.0,Turbo Prop,Fatal,Substantial,True
HUGHES,1.0,Reciprocating,Fatal,Destroyed,True
BELL,1.0,Reciprocating,Non-Fatal,Substantial,True
DROCHAK,1.0,Reciprocating,Fatal,Substantial,True
AYRES CORPORATION,1.0,Turbo Prop,Non-Fatal,Substantial,True
BELL,1.0,Turbo Shaft,Non-Fatal,Substantial,True
CESSNA,2.0,Turbo Prop,Fatal,Destroyed,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
AMS FLIGHT,1.0,Reciprocating,Non-Fatal,Substantial,True
CESSNA,1.0,Reciprocating,Non-Fatal,Substantial,True
EVEKTOR-AEROTECHNIK AS,1.0,Reciprocating,Non-Fatal,Substantial,True
ECLIPSE AVIATION CORPORATION,2.0,Turbo Fan,Non-Fatal,Minor,False
HOLMES ARTHUR ORMAN,1.0,Reciprocating,Non-Fatal,Substantial,True
